Event ID,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt
3747,5,Firearms,5,Unknown Gun Type,,
3748,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
3749,13,Unknown,,,,
3750,5,Firearms,3,Handgun,,
3751,6,Explosives,7,Grenade,,
3752,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
3753,13,Unknown,,,,
3754,6,Explosives,16,Unknown Explosive Type,,
3755,6,Explosives,17,Other Explosive Type,,
3756,6,Explosives,17,Other Explosive Type,,
3757,5,Firearms,5,Unknown Gun Type,,
3758,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
3759,8,Incendiary,18,Arson/Fire,,
3760,6,Explosives,16,Unknown Explosive Type,,
3761,6,Explosives,29,Sticky Bomb,,
3762,6,Explosives,16,Unknown Explosive Type,,
3763,6,Explosives,16,Unknown Explosive Type,,
3764,6,Explosives,16,Unknown Explosive Type,,
3765,6,Explosives,16,Unknown Explosive Type,,
3766,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
3767,6,Explosives,15,Vehicle,6,Explosives
3768,6,Explosives,15,Vehicle,,
3769,6,Explosives,15,Vehicle,,
3770,6,Explosives,16,Unknown Explosive Type,,
3771,13,Unknown,,,,
3772,6,Explosives,16,Unknown Explosive Type,,
3773,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
3774,5,Firearms,5,Unknown Gun Type,,
3775,6,Explosives,15,Vehicle,,
3776,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
3777,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
3778,6,Explosives,15,Vehicle,,
3779,5,Firearms,5,Unknown Gun Type,9,Melee
3780,5,Firearms,5,Unknown Gun Type,,
3781,6,Explosives,15,Vehicle,,
3782,6,Explosives,17,Other Explosive Type,,
3783,6,Explosives,8,Landmine,,
3784,6,Explosives,17,Other Explosive Type,,
3785,13,Unknown,,,,
3786,13,Unknown,,,,
3787,5,Firearms,5,Unknown Gun Type,,
3788,8,Incendiary,18,Arson/Fire,,
3789,8,Incendiary,18,Arson/Fire,,
3790,8,Incendiary,18,Arson/Fire,,
3791,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
3792,6,Explosives,28,Dynamite/TNT,5,Firearms
3793,6,Explosives,16,Unknown Explosive Type,5,Firearms
3794,6,Explosives,15,Vehicle,5,Firearms
3795,13,Unknown,,,,
3796,6,Explosives,15,Vehicle,,
3797,5,Firearms,5,Unknown Gun Type,,
3798,5,Firearms,5,Unknown Gun Type,,
3799,5,Firearms,4,Rifle/Shotgun (non-automatic),,
3800,13,Unknown,,,,
3801,5,Firearms,5,Unknown Gun Type,,
3802,6,Explosives,16,Unknown Explosive Type,,
3803,6,Explosives,16,Unknown Explosive Type,,
3804,6,Explosives,29,Sticky Bomb,,
3805,6,Explosives,16,Unknown Explosive Type,,
3806,6,Explosives,13,Suicide (carried bodily by human being),,
3807,6,Explosives,16,Unknown Explosive Type,,
3808,6,Explosives,15,Vehicle,,
3809,13,Unknown,,,,
3810,5,Firearms,5,Unknown Gun Type,,
3811,6,Explosives,8,Landmine,,
3812,6,Explosives,16,Unknown Explosive Type,,
3813,6,Explosives,17,Other Explosive Type,,
3814,6,Explosives,13,Suicide (carried bodily by human being),,
3815,5,Firearms,5,Unknown Gun Type,,
3816,6,Explosives,16,Unknown Explosive Type,,
3817,5,Firearms,5,Unknown Gun Type,,
3818,13,Unknown,,,,
3819,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
3820,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
3821,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
3822,6,Explosives,17,Other Explosive Type,,
3823,6,Explosives,31,Pipe Bomb,6,Explosives
3824,5,Firearms,4,Rifle/Shotgun (non-automatic),8,Incendiary
3825,5,Firearms,5,Unknown Gun Type,,
3826,6,Explosives,15,Vehicle,,
3827,6,Explosives,7,Grenade,,
3828,5,Firearms,3,Handgun,,
3829,5,Firearms,5,Unknown Gun Type,,
3830,8,Incendiary,18,Arson/Fire,,
3831,5,Firearms,5,Unknown Gun Type,,
3832,13,Unknown,,,,
3833,13,Unknown,,,,
3834,13,Unknown,,,,
3835,9,Melee,23,Knife or Other Sharp Object,,
3836,6,Explosives,15,Vehicle,,
3837,6,Explosives,13,Suicide (carried bodily by human being),6,Explosives
3838,6,Explosives,16,Unknown Explosive Type,,
3839,6,Explosives,16,Unknown Explosive Type,,
3840,6,Explosives,13,Suicide (carried bodily by human being),,
3841,6,Explosives,15,Vehicle,,
3842,5,Firearms,5,Unknown Gun Type,,
3843,6,Explosives,8,Landmine,,
3844,5,Firearms,5,Unknown Gun Type,,
3845,6,Explosives,15,Vehicle,,
3846,6,Explosives,15,Vehicle,5,Firearms
3847,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
3848,6,Explosives,16,Unknown Explosive Type,,
3849,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
3850,6,Explosives,16,Unknown Explosive Type,,
3851,13,Unknown,,,,
3852,6,Explosives,16,Unknown Explosive Type,,
3853,5,Firearms,5,Unknown Gun Type,,
3854,6,Explosives,16,Unknown Explosive Type,,
3855,8,Incendiary,18,Arson/Fire,,
3856,5,Firearms,5,Unknown Gun Type,,
3857,6,Explosives,16,Unknown Explosive Type,,
3858,8,Incendiary,18,Arson/Fire,,
3859,8,Incendiary,18,Arson/Fire,,
3860,8,Incendiary,20,Gasoline or Alcohol,,
3861,6,Explosives,17,Other Explosive Type,,
3862,5,Firearms,5,Unknown Gun Type,,
3863,5,Firearms,5,Unknown Gun Type,8,Incendiary
3864,5,Firearms,5,Unknown Gun Type,,
3865,5,Firearms,5,Unknown Gun Type,8,Incendiary
3866,13,Unknown,,,,
3867,9,Melee,23,Knife or Other Sharp Object,,
3868,13,Unknown,,,,
3869,6,Explosives,29,Sticky Bomb,,
3870,6,Explosives,16,Unknown Explosive Type,,
3871,6,Explosives,29,Sticky Bomb,,
3872,6,Explosives,13,Suicide (carried bodily by human being),,
3873,6,Explosives,15,Vehicle,,
3874,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
3875,6,Explosives,16,Unknown Explosive Type,,
3876,5,Firearms,5,Unknown Gun Type,,
3877,13,Unknown,,,,
3878,5,Firearms,5,Unknown Gun Type,,
3879,5,Firearms,5,Unknown Gun Type,,
3880,5,Firearms,5,Unknown Gun Type,,
3881,6,Explosives,16,Unknown Explosive Type,,
3882,13,Unknown,,,,
3883,6,Explosives,13,Suicide (carried bodily by human being),,
3884,13,Unknown,,,,
3885,6,Explosives,15,Vehicle,,
3886,6,Explosives,15,Vehicle,,
3887,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
3888,6,Explosives,8,Landmine,13,Unknown
3889,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
3890,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
3891,6,Explosives,15,Vehicle,,
3892,5,Firearms,5,Unknown Gun Type,,
3893,6,Explosives,17,Other Explosive Type,,
3894,6,Explosives,15,Vehicle,,
3895,5,Firearms,5,Unknown Gun Type,,
3896,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
3897,5,Firearms,5,Unknown Gun Type,,
3898,6,Explosives,8,Landmine,,
3899,6,Explosives,12,Remote Trigger,,
3900,6,Explosives,7,Grenade,,
3901,13,Unknown,,,,
3902,8,Incendiary,18,Arson/Fire,,
3903,5,Firearms,5,Unknown Gun Type,,
3904,5,Firearms,5,Unknown Gun Type,,
3905,6,Explosives,16,Unknown Explosive Type,,
3906,13,Unknown,,,,
3907,5,Firearms,5,Unknown Gun Type,,
3908,5,Firearms,5,Unknown Gun Type,,
3909,5,Firearms,5,Unknown Gun Type,,
3910,6,Explosives,16,Unknown Explosive Type,,
3911,6,Explosives,16,Unknown Explosive Type,,
3912,6,Explosives,16,Unknown Explosive Type,,
3913,5,Firearms,5,Unknown Gun Type,,
3914,6,Explosives,16,Unknown Explosive Type,,
3915,6,Explosives,13,Suicide (carried bodily by human being),,
3916,13,Unknown,,,,
3917,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
3918,5,Firearms,5,Unknown Gun Type,,
3919,6,Explosives,7,Grenade,,
3920,9,Melee,23,Knife or Other Sharp Object,13,Unknown
3921,13,Unknown,,,,
3922,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
3923,6,Explosives,16,Unknown Explosive Type,,
3924,5,Firearms,4,Rifle/Shotgun (non-automatic),,
3925,5,Firearms,3,Handgun,5,Firearms
3926,5,Firearms,5,Unknown Gun Type,,
3927,5,Firearms,5,Unknown Gun Type,,
3928,5,Firearms,5,Unknown Gun Type,,
3929,5,Firearms,5,Unknown Gun Type,,
3930,6,Explosives,12,Remote Trigger,,
3931,5,Firearms,3,Handgun,,
3932,5,Firearms,5,Unknown Gun Type,,
3933,5,Firearms,5,Unknown Gun Type,,
3934,5,Firearms,5,Unknown Gun Type,,
3935,6,Explosives,13,Suicide (carried bodily by human being),,
3936,6,Explosives,16,Unknown Explosive Type,,
3937,13,Unknown,,,,
3938,5,Firearms,5,Unknown Gun Type,,
3939,6,Explosives,15,Vehicle,,
3940,8,Incendiary,18,Arson/Fire,,
3941,8,Incendiary,18,Arson/Fire,,
3942,9,Melee,23,Knife or Other Sharp Object,,
3943,13,Unknown,,,,
3944,6,Explosives,13,Suicide (carried bodily by human being),,
3945,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
3946,13,Unknown,,,,
3947,6,Explosives,16,Unknown Explosive Type,,
3948,6,Explosives,17,Other Explosive Type,,
3949,6,Explosives,15,Vehicle,13,Unknown
3950,6,Explosives,7,Grenade,5,Firearms
3951,5,Firearms,4,Rifle/Shotgun (non-automatic),,
3952,13,Unknown,,,,
3953,13,Unknown,,,,
3954,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
3955,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
3956,6,Explosives,13,Suicide (carried bodily by human being),,
3957,6,Explosives,16,Unknown Explosive Type,,
3958,6,Explosives,29,Sticky Bomb,,
3959,6,Explosives,16,Unknown Explosive Type,,
3960,6,Explosives,16,Unknown Explosive Type,,
3961,6,Explosives,16,Unknown Explosive Type,,
3962,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
3963,6,Explosives,8,Landmine,,
3964,6,Explosives,16,Unknown Explosive Type,,
3965,5,Firearms,5,Unknown Gun Type,8,Incendiary
3966,5,Firearms,5,Unknown Gun Type,,
3967,9,Melee,23,Knife or Other Sharp Object,,
3968,5,Firearms,5,Unknown Gun Type,8,Incendiary
3969,5,Firearms,5,Unknown Gun Type,,
3970,6,Explosives,15,Vehicle,,
3971,5,Firearms,5,Unknown Gun Type,,
3972,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
3973,6,Explosives,16,Unknown Explosive Type,,
3974,9,Melee,27,Unknown Weapon Type,,
3975,5,Firearms,5,Unknown Gun Type,,
3976,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
3977,8,Incendiary,18,Arson/Fire,,
3978,8,Incendiary,18,Arson/Fire,13,Unknown
3979,8,Incendiary,18,Arson/Fire,13,Unknown
3980,8,Incendiary,18,Arson/Fire,13,Unknown
3981,5,Firearms,5,Unknown Gun Type,,
3982,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
3983,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
3984,5,Firearms,5,Unknown Gun Type,8,Incendiary
3985,5,Firearms,5,Unknown Gun Type,,
3986,5,Firearms,5,Unknown Gun Type,,
3987,5,Firearms,5,Unknown Gun Type,,
3988,13,Unknown,,,,
3989,6,Explosives,13,Suicide (carried bodily by human being),,
3990,6,Explosives,15,Vehicle,,
3991,5,Firearms,5,Unknown Gun Type,,
3992,5,Firearms,5,Unknown Gun Type,,
3993,13,Unknown,,,,
3994,6,Explosives,16,Unknown Explosive Type,,
3995,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
3996,6,Explosives,8,Landmine,,
3997,6,Explosives,15,Vehicle,,
3998,6,Explosives,16,Unknown Explosive Type,,
3999,5,Firearms,5,Unknown Gun Type,,
4000,5,Firearms,5,Unknown Gun Type,,
4001,5,Firearms,5,Unknown Gun Type,,
4002,5,Firearms,5,Unknown Gun Type,,
4003,5,Firearms,5,Unknown Gun Type,,
4004,5,Firearms,5,Unknown Gun Type,,
4005,5,Firearms,5,Unknown Gun Type,,
4006,5,Firearms,5,Unknown Gun Type,,
4007,5,Firearms,5,Unknown Gun Type,,
4008,5,Firearms,5,Unknown Gun Type,,
4009,5,Firearms,5,Unknown Gun Type,,
4010,6,Explosives,15,Vehicle,5,Firearms
4011,5,Firearms,5,Unknown Gun Type,,
4012,5,Firearms,5,Unknown Gun Type,,
4013,6,Explosives,16,Unknown Explosive Type,,
4014,6,Explosives,16,Unknown Explosive Type,,
4015,6,Explosives,16,Unknown Explosive Type,,
4016,13,Unknown,,,,
4017,8,Incendiary,18,Arson/Fire,,
4018,5,Firearms,2,Automatic or Semi-Automatic Rifle,9,Melee
4019,13,Unknown,,,,
4020,5,Firearms,5,Unknown Gun Type,,
4021,13,Unknown,,,,
4022,8,Incendiary,18,Arson/Fire,13,Unknown
4023,5,Firearms,5,Unknown Gun Type,,
4024,5,Firearms,5,Unknown Gun Type,,
4025,5,Firearms,5,Unknown Gun Type,,
4026,6,Explosives,16,Unknown Explosive Type,,
4027,6,Explosives,16,Unknown Explosive Type,,
4028,13,Unknown,,,,
4029,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
4030,13,Unknown,,,,
4031,13,Unknown,,,,
4032,8,Incendiary,18,Arson/Fire,,
4033,13,Unknown,,,,
4034,13,Unknown,,,,
4035,13,Unknown,,,,
4036,13,Unknown,,,,
4037,13,Unknown,,,,
4038,6,Explosives,15,Vehicle,13,Unknown
4039,6,Explosives,16,Unknown Explosive Type,,
4040,6,Explosives,16,Unknown Explosive Type,,
4041,6,Explosives,16,Unknown Explosive Type,,
4042,6,Explosives,16,Unknown Explosive Type,,
4043,6,Explosives,16,Unknown Explosive Type,,
4044,5,Firearms,5,Unknown Gun Type,,
4045,5,Firearms,5,Unknown Gun Type,,
4046,6,Explosives,16,Unknown Explosive Type,,
4047,5,Firearms,5,Unknown Gun Type,,
4048,9,Melee,,,,
4049,9,Melee,23,Knife or Other Sharp Object,,
4050,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
4051,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
4052,13,Unknown,,,,
4053,5,Firearms,5,Unknown Gun Type,8,Incendiary
4054,8,Incendiary,18,Arson/Fire,,
4055,5,Firearms,5,Unknown Gun Type,,
4056,5,Firearms,5,Unknown Gun Type,,
4057,5,Firearms,5,Unknown Gun Type,8,Incendiary
4058,5,Firearms,5,Unknown Gun Type,,
4059,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
4060,6,Explosives,8,Landmine,5,Firearms
4061,5,Firearms,5,Unknown Gun Type,,
4062,5,Firearms,5,Unknown Gun Type,,
4063,5,Firearms,5,Unknown Gun Type,,
4064,5,Firearms,5,Unknown Gun Type,,
4065,6,Explosives,7,Grenade,,
4066,5,Firearms,5,Unknown Gun Type,,
4067,5,Firearms,5,Unknown Gun Type,,
4068,6,Explosives,16,Unknown Explosive Type,,
4069,13,Unknown,,,,
4070,5,Firearms,5,Unknown Gun Type,,
4071,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
4072,5,Firearms,5,Unknown Gun Type,,
4073,5,Firearms,5,Unknown Gun Type,,
4074,6,Explosives,16,Unknown Explosive Type,,
4075,13,Unknown,,,,
4076,6,Explosives,17,Other Explosive Type,,
4077,6,Explosives,17,Other Explosive Type,,
4078,6,Explosives,17,Other Explosive Type,,
4079,6,Explosives,17,Other Explosive Type,,
4080,6,Explosives,17,Other Explosive Type,,
4081,6,Explosives,17,Other Explosive Type,,
4082,6,Explosives,17,Other Explosive Type,,
4083,6,Explosives,17,Other Explosive Type,,
4084,6,Explosives,17,Other Explosive Type,,
4085,6,Explosives,17,Other Explosive Type,,
4086,6,Explosives,17,Other Explosive Type,,
4087,5,Firearms,5,Unknown Gun Type,,
4088,6,Explosives,13,Suicide (carried bodily by human being),6,Explosives
4089,6,Explosives,15,Vehicle,,
4090,6,Explosives,15,Vehicle,,
4091,6,Explosives,15,Vehicle,,
4092,13,Unknown,,,,
4093,5,Firearms,5,Unknown Gun Type,,
4094,5,Firearms,3,Handgun,,
4095,13,Unknown,,,,
4096,5,Firearms,5,Unknown Gun Type,,
4097,5,Firearms,5,Unknown Gun Type,,
4098,5,Firearms,5,Unknown Gun Type,,
4099,8,Incendiary,20,Gasoline or Alcohol,9,Melee
4100,6,Explosives,16,Unknown Explosive Type,,
4101,6,Explosives,16,Unknown Explosive Type,,
4102,6,Explosives,16,Unknown Explosive Type,,
4103,6,Explosives,16,Unknown Explosive Type,,
4104,6,Explosives,16,Unknown Explosive Type,,
4105,6,Explosives,16,Unknown Explosive Type,,
4106,5,Firearms,4,Rifle/Shotgun (non-automatic),,
4107,13,Unknown,,,,
4108,5,Firearms,5,Unknown Gun Type,,
4109,13,Unknown,,,,
4110,6,Explosives,15,Vehicle,,
4111,6,Explosives,16,Unknown Explosive Type,,
4112,6,Explosives,16,Unknown Explosive Type,,
4113,6,Explosives,16,Unknown Explosive Type,,
4114,5,Firearms,5,Unknown Gun Type,,
4115,5,Firearms,4,Rifle/Shotgun (non-automatic),,
4116,6,Explosives,13,Suicide (carried bodily by human being),,
4117,6,Explosives,16,Unknown Explosive Type,,
4118,6,Explosives,15,Vehicle,5,Firearms
4119,8,Incendiary,18,Arson/Fire,13,Unknown
4120,6,Explosives,15,Vehicle,,
4121,13,Unknown,,,,
4122,2,Chemical,30,Explosive,,
4123,6,Explosives,13,Suicide (carried bodily by human being),,
4124,6,Explosives,16,Unknown Explosive Type,,
4125,6,Explosives,7,Grenade,,
4126,5,Firearms,5,Unknown Gun Type,8,Incendiary
4127,6,Explosives,13,Suicide (carried bodily by human being),6,Explosives
4128,5,Firearms,5,Unknown Gun Type,,
4129,6,Explosives,7,Grenade,5,Firearms
4130,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
4131,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
4132,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
4133,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
4134,13,Unknown,,,,
4135,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
4136,6,Explosives,12,Remote Trigger,,
4137,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
4138,5,Firearms,5,Unknown Gun Type,,
4139,13,Unknown,,,,
4140,5,Firearms,5,Unknown Gun Type,,
4141,5,Firearms,3,Handgun,,
4142,6,Explosives,16,Unknown Explosive Type,,
4143,6,Explosives,16,Unknown Explosive Type,,
4144,5,Firearms,5,Unknown Gun Type,,
4145,6,Explosives,15,Vehicle,,
4146,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
4147,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
4148,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
4149,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
4150,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
4151,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
4152,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
4153,5,Firearms,5,Unknown Gun Type,,
4154,6,Explosives,7,Grenade,,
4155,5,Firearms,5,Unknown Gun Type,,
4156,13,Unknown,,,,
4157,13,Unknown,,,,
4158,6,Explosives,15,Vehicle,,
4159,8,Incendiary,18,Arson/Fire,,
4160,5,Firearms,5,Unknown Gun Type,9,Melee
4161,6,Explosives,15,Vehicle,5,Firearms
4162,6,Explosives,16,Unknown Explosive Type,,
4163,6,Explosives,16,Unknown Explosive Type,,
4164,6,Explosives,16,Unknown Explosive Type,,
4165,6,Explosives,15,Vehicle,,
4166,6,Explosives,16,Unknown Explosive Type,,
4167,6,Explosives,16,Unknown Explosive Type,,
4168,6,Explosives,16,Unknown Explosive Type,,
4169,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
4170,6,Explosives,13,Suicide (carried bodily by human being),5,Firearms
4171,6,Explosives,16,Unknown Explosive Type,,
4172,6,Explosives,16,Unknown Explosive Type,,
4173,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
4174,5,Firearms,5,Unknown Gun Type,,
4175,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
4176,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
4177,2,Chemical,1,Poisoning,,
4178,13,Unknown,,,,
4179,5,Firearms,5,Unknown Gun Type,8,Incendiary
4180,6,Explosives,12,Remote Trigger,,
4181,6,Explosives,12,Remote Trigger,,
4182,13,Unknown,,,,
4183,6,Explosives,17,Other Explosive Type,,
4184,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
4185,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
4186,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
4187,5,Firearms,6,Other Gun Type,,
4188,5,Firearms,5,Unknown Gun Type,,
4189,5,Firearms,5,Unknown Gun Type,,
4190,5,Firearms,5,Unknown Gun Type,,
4191,6,Explosives,16,Unknown Explosive Type,,
4192,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
4193,6,Explosives,16,Unknown Explosive Type,,
4194,5,Firearms,5,Unknown Gun Type,,
4195,6,Explosives,16,Unknown Explosive Type,,
4196,6,Explosives,16,Unknown Explosive Type,,
4197,6,Explosives,16,Unknown Explosive Type,,
4198,6,Explosives,7,Grenade,5,Firearms
4199,13,Unknown,,,,
4200,5,Firearms,3,Handgun,,
4201,5,Firearms,3,Handgun,,
4202,6,Explosives,16,Unknown Explosive Type,,
4203,6,Explosives,8,Landmine,,
4204,6,Explosives,16,Unknown Explosive Type,,
4205,6,Explosives,17,Other Explosive Type,,
4206,6,Explosives,13,Suicide (carried bodily by human being),,
4207,5,Firearms,5,Unknown Gun Type,,
4208,5,Firearms,5,Unknown Gun Type,,
4209,5,Firearms,5,Unknown Gun Type,,
4210,5,Firearms,5,Unknown Gun Type,,
4211,6,Explosives,17,Other Explosive Type,,
4212,5,Firearms,5,Unknown Gun Type,,
4213,6,Explosives,15,Vehicle,,
4214,6,Explosives,16,Unknown Explosive Type,,
4215,5,Firearms,3,Handgun,,
4216,13,Unknown,,,,
4217,5,Firearms,5,Unknown Gun Type,8,Incendiary
4218,13,Unknown,,,,
4219,6,Explosives,8,Landmine,6,Explosives
4220,6,Explosives,8,Landmine,6,Explosives
4221,5,Firearms,4,Rifle/Shotgun (non-automatic),,
4222,6,Explosives,8,Landmine,,
4223,6,Explosives,16,Unknown Explosive Type,,
4224,5,Firearms,4,Rifle/Shotgun (non-automatic),,
4225,6,Explosives,16,Unknown Explosive Type,,
4226,6,Explosives,16,Unknown Explosive Type,,
4227,6,Explosives,16,Unknown Explosive Type,,
4228,6,Explosives,8,Landmine,,
4229,5,Firearms,5,Unknown Gun Type,,
4230,6,Explosives,7,Grenade,,
4231,5,Firearms,5,Unknown Gun Type,,
4232,8,Incendiary,18,Arson/Fire,,
4233,6,Explosives,16,Unknown Explosive Type,,
4234,6,Explosives,29,Sticky Bomb,,
4235,6,Explosives,17,Other Explosive Type,,
4236,5,Firearms,5,Unknown Gun Type,,
4237,6,Explosives,8,Landmine,,
4238,5,Firearms,5,Unknown Gun Type,,
4239,6,Explosives,15,Vehicle,13,Unknown
