Event ID,gname,motive
11228,Unknown,
11229,Unknown,
11230,Unknown,
11231,Unknown,
11232,Unknown,
11233,Unknown,
11234,Unknown,
11235,Unknown,
11236,Unknown,
11237,Unknown,
11238,Unknown,
11239,Houthi extremists (Ansar Allah),
11240,Unknown,"The specific motive is unknown; however, sources noted that the police officers were providing protection to members of a minority community at the time of the attack."
11241,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),"The specific motive is unknown; however, sources suspected that the National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM) was opposed to the opening of the hospital and other areas of development."
11242,Islamic State of Iraq and the Levant (ISIL),
11243,Unknown,
11244,Unknown,
11245,Unknown,
11246,Unknown,"The specific motive is unknown; however, sources noted that the victims were attempted to leave the area at the time of the attack."
11247,Boko Haram,
11248,Unknown,"The specific motive is unknown; however, sources noted that Hawa Nureldaim was targeted after she attempted to chase the assailants' animals off of her farmland."
11249,Houthi extremists (Ansar Allah),Huthi extremists claimed responsibility for the incident and stated that the attack was carried out in response to Saudi-led coalition airstrikes in Yemen.
11250,Houthi extremists (Ansar Allah),Huthi extremists claimed responsibility for the incident and stated that the attack was carried out in response to Saudi-led coalition airstrikes in Yemen.
11251,Fulani extremists,
11252,Unknown,
11253,Unknown,
11254,Lashkar-e-Jhangvi,
11255,Khorasan Chapter of the Islamic State,
11256,Unknown,
11257,Unknown,
11258,National Liberation Army of Colombia (ELN),
11259,Unknown,
11260,Unknown,
11261,Separatists,"The specific motive is unknown; however, sources noted that the attack coincided with the 12th anniversary of the Tak Bai military operation in which 85 Muslim demonstrators were killed."
11262,Unknown,
11263,Unknown,
11264,Unknown,
11265,Islamic State of Iraq and the Levant (ISIL),
11266,Islamic State of Iraq and the Levant (ISIL),
11267,Al-Shabaab,
11268,Unknown,
11269,Unknown,
11270,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),"The specific motive is unknown; however, sources noted that the attack occurred amid opposition against the opening of a hospital in the area."
11271,Lashkar-e-Taiba (LeT),
11272,Unknown,"The specific motive is unknown; however, sources stated that the attack was intended to enforce a ""shutdown"" called by separatists."
11273,Taliban,
11274,Taliban,
11275,Taliban,
11276,Muslim extremists,"The specific motive is unknown; however, sources stated that the assailants were ""looking for whites."""
11277,Al-Shabaab,"The specific motive is unknown; however, sources noted that the victims were suspected of supporting the government."
11278,Boko Haram,
11279,Unknown,
11280,Islamic State of Iraq and the Levant (ISIL),
11281,Islamic State of Iraq and the Levant (ISIL),
11282,Islamic State of Iraq and the Levant (ISIL),
11283,Sudan People's Liberation Movement in Opposition (SPLM-IO),
11284,Sudan People's Liberation Movement in Opposition (SPLM-IO),
11285,Unknown,
11286,Unknown,
11287,Houthi extremists (Ansar Allah),
11288,Taliban,
11289,Unknown,
11290,Khorasan Chapter of the Islamic State,"The specific motive is unknown; however, authorities posited that the victims were targeted in retaliation for the death of at least one Khorasan Chapter of the Islamic State leader."
11291,Al-Shabaab,
11292,Al-Shabaab,
11293,Unknown,
11294,Unknown,
11295,Unknown,
11296,Unknown,
11297,Unknown,
11298,Tehrik-i-Taliban Pakistan (TTP),
11299,Tehrik-i-Taliban Pakistan (TTP),
11300,Unknown,
11301,Unknown,
11302,Taliban,
11303,Kurdistan Workers' Party (PKK),
11304,Kurdistan Workers' Party (PKK),
11305,Unknown,
11306,Jamaat-E-Islami (Bangladesh),
11307,Unknown,
11308,Maoists,"The specific motive is unknown; however, sources suspected that the attack was carried out in response to the death of a Maoist. Sources also stated that Chemu Harijan was accused of being a police informant."
11309,Baloch Liberation Front (BLF),The Baloch Liberation Front (BLF) and the Baloch Republican Army (BRA) separately claimed responsibility for the incident and stated that Mohammad Waleed was targeted for being a state informant.
11310,National Democratic Front of Bodoland (NDFB),"The specific motive is unknown; however, sources noted that Dilip Debnath refused to respond to an extortion demand by the National Democratic Front of Bodoland (NDFB)."
11311,No Borders Group,"The specific motive is unknown; however, sources posited that the No Borders Group carried out the attack in order to prevent the demolition personnel from destroying the refugee camp."
11312,Niger Delta Avengers (NDA),The Niger Delta Avengers (NDA) claimed responsibility for the incident and demanded that international oil companies delay repairing damaged pipelines during ongoing negotiations.
11313,Unknown,
11314,Unknown,
11315,Unknown,
11316,Unknown,
11317,Unknown,
11318,Abu Sayyaf Group (ASG),
11319,Unknown,
11320,Unknown,
11321,Taliban,
11322,Unknown,
11323,Unknown,
11324,Unknown,
11325,Unknown,
11326,Unknown,
11327,Unknown,
11328,Islamic State of Iraq and the Levant (ISIL),
11329,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources noted that the victims failed to comply with Islamic State of Iraq and the Levant (ISIL) orders."
11330,Islamic State of Iraq and the Levant (ISIL),
11331,Islamic State of Iraq and the Levant (ISIL),
11332,Islamic State of Iraq and the Levant (ISIL),
11333,Al-Shabaab,
11334,Unknown,
11335,Lashkar-e-Islam (Pakistan),
11336,Taliban,
11337,Taliban,
11338,Unknown,
11339,Taliban,
11340,Taliban,
11341,Taliban,
11342,Taliban,
11343,Taliban,
11344,Taliban,
11345,Taliban,
11346,Unknown,
11347,Kurdistan Workers' Party (PKK),
11348,Unknown,
11349,Unknown,
11350,Al-Shabaab,
11351,Unknown,
11352,Houthi extremists (Ansar Allah),
11353,Maoists,"The specific motive is unknown; however, sources suspected that the attack was carried out in response to the death of a Maoist. Sources also stated that Lalu Harijan was accused of being a police informant."
11354,Unknown,
11355,Donetsk People's Republic,The Donetsk People's Republic claimed responsibility for the incident and stated that Liliya Kots was allegedly planning to abduct a Donetsk People's Republic member.
11356,Unknown,
11357,Al-Qaida in the Arabian Peninsula (AQAP),
11358,Popular Mobilization Forces (Iraq),"The specific motive is unknown; however, sources suspected that the attack, which targeted a Sunni mosque, was part of a larger trend of sectarian violence between Iraq's minority Sunni and majority Shiite communities."
11359,Popular Mobilization Forces (Iraq),"The specific motive is unknown; however, sources noted that the owners of the targeted houses were accused of being sympathetic to the Islamic State of Iraq and the Levant (ISIL)."
11360,Unknown,
11361,Unknown,
11362,Abbala extremists,"The specific motive is unknown; however, sources noted that the Abbala extremists attempted to sexually assault the victim's family members."
11363,Unknown,
11364,Southern Front,
11365,Southern Front,
11366,Southern Front,
11367,Unknown,
11368,National Liberation Army of Colombia (ELN),
11369,Houthi extremists (Ansar Allah),
11370,Unknown,
11371,Islamic State of Iraq and the Levant (ISIL),
11372,Unknown,
11373,Unknown,
11374,Al-Qaida in the Arabian Peninsula (AQAP),
11375,Unknown,
11376,Unknown,
11377,Kurdistan Workers' Party (PKK),
11378,Unknown,
11379,Unknown,
11380,Kurdistan Workers' Party (PKK),
11381,Kurdistan Workers' Party (PKK),
11382,Unknown,
11383,Kurdistan Workers' Party (PKK),
11384,Al-Shabaab,
11385,Al-Shabaab,
11386,Jabha East Africa,
11387,Jabha East Africa,
11388,Unknown,
11389,Al-Shabaab,"The specific motive is unknown; however, sources stated that the victims were accused of working with security personnel."
11390,Union for Peace in Central Africa (UPC),
11391,Unknown,
11392,Fulani extremists,
11393,Fulani extremists,
11394,Fulani extremists,
11395,Fulani extremists,
11396,Unknown,
11397,Popular Mobilization Forces (Iraq),"The specific motive is unknown; however, sources suspected that the attack, which targeted a Sunni mosque, was part of a larger trend of sectarian violence between Iraq's minority Sunni and majority Shiite communities."
11398,Popular Mobilization Forces (Iraq),
11399,Unknown,
11400,Unknown,
11401,Unknown,
11402,Khorasan Chapter of the Islamic State,
11403,National Democratic Front of Bodoland (NDFB),
11404,Unknown,
11405,Free Syrian Army,
11406,Shamiya Front,
11407,Shamiya Front,
11408,Jaysh al-Islam (Syria),
11409,Ahrar al-Sham,
11410,Al-Nasir Army (Syria),
11411,Unknown,"The specific motive is unknown; however, sources noted that the Helsinki Committee had been accused of being ""anti-national."" Sources also noted that the Helsinki Committee supported refugees."
11412,Houthi extremists (Ansar Allah),
11413,Sinai Province of the Islamic State,
11414,Unknown,An unknown group claimed responsibility for the incident and stated that the attack was carried out in response to the killing of Malay people.
11415,Unknown,
11416,Taliban,
11417,Islamic State of Iraq and the Levant (ISIL),
11418,Unknown,
11419,Unknown,
11420,Unknown,
11421,Al-Shabaab,
11422,Muslim extremists,
11423,Abu Sayyaf Group (ASG),
11424,Palestinian Extremists,
11425,Maoists,
11426,Algeria Province of the Islamic State,
11427,Jaish-e-Mohammad (JeM),
11428,Al-Shabaab,
11429,Taliban,
11430,Taliban,
11431,Taliban,"The specific motive is unknown; however, sources posited that the Taliban insisted that female students would not be permitted to return to the school following the attack."
11432,Achik Songna An'pachakgipa Kotok (ASAK),
11433,Jamaat-E-Islami (Bangladesh),
11434,Al-Nusrah Front,
11435,Ahrar al-Sham,
11436,Unknown,
11437,Unknown,
11438,Muslim extremists,
11439,Muslim extremists,
11440,Unknown,
11441,Anti-Balaka Militia,
11442,Ajnad al-Sham,
11443,Al-Nusrah Front,
11444,Al-Nusrah Front,
11445,Al-Nusrah Front,
11446,Al-Nusrah Front,
11447,Al-Nusrah Front,
11448,Al-Nusrah Front,
11449,Mozambique National Resistance Movement (MNR),
11450,Unknown,
11451,Unknown,
11452,Unknown,
11453,Al-Shabaab,
11454,Unknown,
11455,Hizbul Mujahideen (HM),
11456,Unknown,
11457,Houthi extremists (Ansar Allah),"The specific motive is unknown; however, sources suspected that the attack was carried out in response to the transfer of the bank from Sanaa to Aden."
11458,Sinai Province of the Islamic State,
11459,Sinai Province of the Islamic State,
11460,Sinai Province of the Islamic State,
11461,Lashkar-e-Jhangvi,"Lashkar-e-Jhangvi claimed responsibility for the incident and stated that the victims, who were members of the Shiite community, were targeted as part of a larger trend of sectarian violence between Pakistan's majority Sunni and minority Shiite communities."
11462,Unknown,
11463,Unknown,
11464,Taliban,
11465,Unknown,
11466,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources suspected that the attack was part of a larger trend of sectarian violence between Iraq's Sunni minority and Shiite majority communities."
11467,Al-Shabaab,
11468,Unknown,
11469,Unknown,
11470,Palestinian Extremists,
11471,Unknown,
